Group	Protein
OG_0000128	tr|Q6C1B3|Q6C1B3_YARLI
OG_0000128	tr|Q4W9V2|Q4W9V2_ASPFU
OG_0000128	sp|P46950|SNG1_YEAST
OG_0000128	tr|A7EEB2|A7EEB2_SCLS1
OG_0000129	sp|Q09795|YAA1_SCHPO
OG_0000129	sp|A7E4T8|AMPP1_SCLS1
OG_0000129	tr|Q6C5C7|Q6C5C7_YARLI
OG_0000129	sp|Q07825|FRA1_YEAST
OG_0000129	sp|Q4WUD3|AMPP1_ASPFU
OG_0000130	tr|A7ECG7|A7ECG7_SCLS1
OG_0000130	tr|Q4WFR1|Q4WFR1_ASPFU
OG_0000131	sp|Q9P5M9|MUG14_SCHPO
OG_0000131	tr|Q4WXK2|Q4WXK2_ASPFU
OG_0000131	tr|A7EY48|A7EY48_SCLS1
OG_0000131	tr|Q6BZV4|Q6BZV4_YARLI
OG_0000132	sp|P87118|IPYR2_SCHPO
OG_0000132	tr|Q6CC75|Q6CC75_YARLI
OG_0000133	tr|Q4WX65|Q4WX65_ASPFU
OG_0000133	sp|P00817|IPYR_YEAST
OG_0000133	tr|A7EHJ1|A7EHJ1_SCLS1
OG_0000133	sp|Q6C1T4|IPYR_YARLI
OG_0000133	sp|P19117|IPYR_SCHPO
OG_0000134	tr|A7F7E8|A7F7E8_SCLS1
OG_0000134	tr|Q4WYD7|Q4WYD7_ASPFU
OG_0000134	sp|Q9Y7J6|PPK21_SCHPO
OG_0000134	tr|Q6CFM7|Q6CFM7_YARLI
OG_0000135	sp|Q9P780|NPL4_SCHPO
OG_0000135	sp|Q6C619|NPL4_YARLI
OG_0000135	sp|A7EGK5|NPL4_SCLS1
OG_0000135	sp|Q4WKD7|NPL4_ASPFU
OG_0000135	sp|P33755|NPL4_YEAST
OG_0000136	sp|O94659|NOG1_SCHPO
OG_0000136	sp|Q02892|NOG1_YEAST
OG_0000136	tr|Q4X120|Q4X120_ASPFU
OG_0000136	tr|Q6CG44|Q6CG44_YARLI
OG_0000136	tr|A7E7R9|A7E7R9_SCLS1
OG_0000137	tr|Q6C1X2|Q6C1X2_YARLI
OG_0000138	sp|Q4WXX5|ASF1_ASPFU
OG_0000138	sp|Q6CI62|ASF1_YARLI
OG_0000138	tr|A7F374|A7F374_SCLS1
OG_0000138	sp|O74515|ASF1_SCHPO
OG_0000138	sp|P32447|ASF1_YEAST
OG_0000139	tr|A7E6D7|A7E6D7_SCLS1
OG_0000139	tr|Q4WN14|Q4WN14_ASPFU
OG_0000140	sp|A7EQA8|INO80_SCLS1
OG_0000140	sp|Q4WTV7|INO80_ASPFU
OG_0000141	tr|A7EZ77|A7EZ77_SCLS1
OG_0000142	sp|P54839|ERG13_YEAST
OG_0000142	tr|Q6BZW0|Q6BZW0_YARLI
OG_0000142	sp|P54874|ERG13_SCHPO
OG_0000142	tr|A7FA02|A7FA02_SCLS1
OG_0000142	sp|Q4WXT8|ER13B_ASPFU
OG_0000143	sp|P53252|PIL1_YEAST
OG_0000143	sp|O74960|PIL1_SCHPO
OG_0000143	tr|A7EV68|A7EV68_SCLS1
OG_0000143	tr|Q4WN59|Q4WN59_ASPFU
OG_0000144	tr|A7EX16|A7EX16_SCLS1
OG_0000144	sp|P32608|RTG2_YEAST
OG_0000144	tr|Q6CDP4|Q6CDP4_YARLI
OG_0000144	tr|Q4WB18|Q4WB18_ASPFU
OG_0000145	tr|Q4WXY1|Q4WXY1_ASPFU
OG_0000145	sp|P40094|COG3_YEAST
OG_0000145	tr|Q6C1B6|Q6C1B6_YARLI
OG_0000145	tr|A7F417|A7F417_SCLS1
OG_0000146	tr|Q6C0R9|Q6C0R9_YARLI
OG_0000146	tr|Q4WWF9|Q4WWF9_ASPFU
OG_0000146	tr|A7F3W9|A7F3W9_SCLS1
OG_0000147	tr|A7EIS4|A7EIS4_SCLS1
OG_0000147	sp|P24482|DPB2_YEAST
OG_0000147	tr|Q4WH95|Q4WH95_ASPFU
OG_0000147	sp|O94263|DPB2_SCHPO
OG_0000147	sp|Q6C030|DPB2_YARLI
OG_0000148	tr|A7E584|A7E584_SCLS1
OG_0000148	tr|A7EU30|A7EU30_SCLS1
OG_0000148	tr|Q4X1L7|Q4X1L7_ASPFU
OG_0000148	tr|Q4WM09|Q4WM09_ASPFU
OG_0000149	tr|Q4WDH0|Q4WDH0_ASPFU
OG_0000149	tr|A7E567|A7E567_SCLS1
OG_0000149	sp|O74832|PT127_SCHPO
OG_0000149	sp|P32606|PT127_YEAST
OG_0000150	tr|Q4WVR2|Q4WVR2_ASPFU
OG_0000150	sp|O74946|DPOA2_SCHPO
OG_0000150	tr|A7EE47|A7EE47_SCLS1
OG_0000150	tr|Q6C5E1|Q6C5E1_YARLI
OG_0000150	sp|P38121|DPOA2_YEAST
OG_0000151	tr|Q4WT73|Q4WT73_ASPFU
OG_0000151	sp|O60102|RLI1_SCHPO
OG_0000151	tr|Q6CGN0|Q6CGN0_YARLI
OG_0000151	sp|Q03195|RLI1_YEAST
OG_0000151	tr|A7EMR8|A7EMR8_SCLS1
OG_0000152	sp|Q01389|BCK1_YEAST
OG_0000152	sp|Q10407|MKH1_SCHPO
OG_0000152	tr|Q6C2D2|Q6C2D2_YARLI
OG_0000153	tr|A7EU24|A7EU24_SCLS1
OG_0000153	tr|Q6CI96|Q6CI96_YARLI
OG_0000153	tr|Q4WPR6|Q4WPR6_ASPFU
OG_0000154	tr|Q6C9U3|Q6C9U3_YARLI
OG_0000154	tr|E9QXB9|E9QXB9_ASPFU
OG_0000154	tr|A7EMI4|A7EMI4_SCLS1
OG_0000155	tr|A7F4Y0|A7F4Y0_SCLS1
OG_0000155	tr|Q4WI92|Q4WI92_ASPFU
OG_0000155	sp|O60126|TOP3_SCHPO
OG_0000155	sp|P13099|TOP3_YEAST
OG_0000155	tr|Q6C0R0|Q6C0R0_YARLI
OG_0000156	tr|Q4WVU7|Q4WVU7_ASPFU
OG_0000156	tr|Q6CEU3|Q6CEU3_YARLI
OG_0000156	sp|Q9UUA2|PIF1_SCHPO
OG_0000156	tr|A7EDF0|A7EDF0_SCLS1
OG_0000157	tr|Q4WHE7|Q4WHE7_ASPFU
OG_0000157	tr|Q6CBU5|Q6CBU5_YARLI
OG_0000157	sp|Q09702|NRD1_SCHPO
OG_0000157	tr|A7F7Y6|A7F7Y6_SCLS1
OG_0000158	tr|Q4WCU7|Q4WCU7_ASPFU
OG_0000158	tr|A7E8V3|A7E8V3_SCLS1
OG_0000159	tr|A7EA32|A7EA32_SCLS1
OG_0000159	sp|Q9US38|YFZ3_SCHPO
OG_0000159	tr|Q4WEP8|Q4WEP8_ASPFU
OG_0000160	sp|O74374|PGM_SCHPO
OG_0000160	tr|Q6C7B8|Q6C7B8_YARLI
OG_0000160	sp|Q4WY53|PGM_ASPFU
OG_0000160	tr|A7EMC6|A7EMC6_SCLS1
OG_0000160	sp|P33401|PGM1_YEAST
OG_0000161	tr|Q6C3Z3|Q6C3Z3_YARLI
OG_0000161	sp|P38426|TPS3_YEAST
OG_0000162	tr|A7F5R7|A7F5R7_SCLS1
OG_0000162	sp|Q04924|GLU2B_YEAST
OG_0000162	tr|Q6C4G9|Q6C4G9_YARLI
OG_0000162	sp|Q9USH8|GLU2B_SCHPO
OG_0000162	tr|Q4WG82|Q4WG82_ASPFU
OG_0000163	tr|Q4W9H9|Q4W9H9_ASPFU
OG_0000163	tr|A7EP01|A7EP01_SCLS1
OG_0000164	sp|P47083|MPP10_YEAST
OG_0000164	tr|A7EES5|A7EES5_SCLS1
OG_0000164	sp|O13910|MPP10_SCHPO
OG_0000164	tr|Q4WNI6|Q4WNI6_ASPFU
OG_0000164	tr|Q6CF59|Q6CF59_YARLI
OG_0000165	tr|A7ECN1|A7ECN1_SCLS1
OG_0000165	sp|Q4WNH8|SET1_ASPFU
OG_0000165	sp|Q9Y7R4|SET1_SCHPO
OG_0000166	tr|Q4WDF5|Q4WDF5_ASPFU
OG_0000166	tr|Q6CAT7|Q6CAT7_YARLI
OG_0000166	sp|P29547|EF1G1_YEAST
OG_0000166	sp|P40921|EF1G_SCHPO
OG_0000166	tr|A7E4J8|A7E4J8_SCLS1
OG_0000167	sp|P31406|VATA_SCHPO
OG_0000167	tr|Q6CHD8|Q6CHD8_YARLI
OG_0000167	sp|P17255|VATA_YEAST
OG_0000167	tr|A7EEP7|A7EEP7_SCLS1
OG_0000167	tr|Q4WEB0|Q4WEB0_ASPFU
OG_0000168	sp|Q9P7I9|EMP24_SCHPO
OG_0000168	tr|Q6C3H2|Q6C3H2_YARLI
OG_0000168	tr|A7EN30|A7EN30_SCLS1
OG_0000168	tr|Q4WSV8|Q4WSV8_ASPFU
OG_0000168	sp|P32803|EMP24_YEAST
OG_0000169	tr|Q6CEQ4|Q6CEQ4_YARLI
OG_0000169	sp|Q12403|ERP3_YEAST
OG_0000169	sp|O13770|YE98_SCHPO
OG_0000169	tr|Q4WEJ8|Q4WEJ8_ASPFU
OG_0000170	tr|Q4WXF9|Q4WXF9_ASPFU
OG_0000170	tr|A7F074|A7F074_SCLS1
OG_0000170	tr|Q6C7M2|Q6C7M2_YARLI
OG_0000171	tr|A7E895|A7E895_SCLS1
OG_0000171	tr|Q4WCN5|Q4WCN5_ASPFU
OG_0000172	tr|Q4WR71|Q4WR71_ASPFU
OG_0000172	tr|A7E9Y7|A7E9Y7_SCLS1
OG_0000173	tr|Q4WU73|Q4WU73_ASPFU
OG_0000173	tr|A7E5X2|A7E5X2_SCLS1
OG_0000174	sp|P53064|RTF1_YEAST
OG_0000174	tr|A7EI24|A7EI24_SCLS1
OG_0000174	tr|Q6CAL0|Q6CAL0_YARLI
OG_0000174	sp|O94667|RTF1_SCHPO
OG_0000174	tr|Q4WIG8|Q4WIG8_ASPFU
OG_0000175	tr|A7EM53|A7EM53_SCLS1
OG_0000175	tr|Q4WV02|Q4WV02_ASPFU
OG_0000176	sp|P36580|ALF_SCHPO
OG_0000176	tr|A7EML2|A7EML2_SCLS1
OG_0000176	sp|P14540|ALF_YEAST
OG_0000176	tr|Q4WY39|Q4WY39_ASPFU
OG_0000176	tr|Q6C4K5|Q6C4K5_YARLI
OG_0000177	sp|Q9USD4|ALG12_SCHPO
OG_0000177	tr|Q4WQI0|Q4WQI0_ASPFU
OG_0000177	tr|Q6CDA1|Q6CDA1_YARLI
OG_0000177	tr|A7EXF1|A7EXF1_SCLS1
OG_0000177	sp|P53730|ALG12_YEAST
OG_0000178	tr|A7F1J5|A7F1J5_SCLS1
OG_0000178	sp|O13816|SCC3_SCHPO
OG_0000178	tr|Q4WZR0|Q4WZR0_ASPFU
OG_0000179	tr|Q4WUC4|Q4WUC4_ASPFU
OG_0000179	sp|O74977|VMS1_SCHPO
OG_0000179	tr|Q6C4K1|Q6C4K1_YARLI
OG_0000179	sp|Q04311|VMS1_YEAST
OG_0000179	tr|A7EDR4|A7EDR4_SCLS1
OG_0000180	tr|Q4WFQ9|Q4WFQ9_ASPFU
OG_0000180	tr|A7ET30|A7ET30_SCLS1
OG_0000181	sp|Q9Y7N4|OXDA_SCHPO
OG_0000181	tr|Q4WME0|Q4WME0_ASPFU
OG_0000181	tr|Q6C273|Q6C273_YARLI
OG_0000182	tr|A7F7S7|A7F7S7_SCLS1
OG_0000182	tr|Q6BZR7|Q6BZR7_YARLI
OG_0000183	sp|O13819|YMR1_SCHPO
OG_0000183	tr|Q6C4T9|Q6C4T9_YARLI
OG_0000183	tr|A7EP72|A7EP72_SCLS1
OG_0000183	tr|Q4WJK7|Q4WJK7_ASPFU
OG_0000183	sp|P47147|YMR1_YEAST
OG_0000184	tr|A7EV28|A7EV28_SCLS1
OG_0000184	tr|Q4WBL3|Q4WBL3_ASPFU
OG_0000185	tr|Q4X025|Q4X025_ASPFU
OG_0000185	sp|P53331|REXO1_YEAST
OG_0000185	tr|A7ERC9|A7ERC9_SCLS1
OG_0000185	sp|O94443|YFE9_SCHPO
OG_0000185	tr|Q6CEI3|Q6CEI3_YARLI
OG_0000186	tr|A7F5D8|A7F5D8_SCLS1
OG_0000186	sp|O14081|TPSX_SCHPO
OG_0000186	tr|Q4WG65|Q4WG65_ASPFU
OG_0000187	tr|Q4WJ22|Q4WJ22_ASPFU
OG_0000187	sp|Q9UT60|XDH_SCHPO
OG_0000187	tr|A7E983|A7E983_SCLS1
OG_0000188	sp|O13991|YEG9_SCHPO
OG_0000188	tr|Q4WU30|Q4WU30_ASPFU
OG_0000188	tr|A7EPS6|A7EPS6_SCLS1
OG_0000189	sp|P32190|GLPK_YEAST
OG_0000189	tr|Q6C3E1|Q6C3E1_YARLI
OG_0000189	tr|A7E577|A7E577_SCLS1
OG_0000189	tr|Q4WQ46|Q4WQ46_ASPFU
OG_0000190	sp|P00937|TRPG_YEAST
OG_0000190	tr|E9R6J7|E9R6J7_ASPFU
OG_0000190	tr|A7F349|A7F349_SCLS1
OG_0000190	tr|Q6C9H7|Q6C9H7_YARLI
OG_0000190	sp|Q92370|TRPG_SCHPO
OG_0000191	tr|A7EDL4|A7EDL4_SCLS1
OG_0000191	tr|Q4WC35|Q4WC35_ASPFU
OG_0000192	tr|Q6CBD5|Q6CBD5_YARLI
OG_0000192	tr|Q4WZG6|Q4WZG6_ASPFU
OG_0000193	sp|Q12119|FCY22_YEAST
OG_0000193	tr|Q4X1I4|Q4X1I4_ASPFU
OG_0000193	sp|P17064|FCY2_YEAST
OG_0000193	tr|Q6BZV6|Q6BZV6_YARLI
OG_0000193	tr|A7EL09|A7EL09_SCLS1
OG_0000194	sp|Q06409|DCK1_YEAST
OG_0000194	tr|Q6CDN9|Q6CDN9_YARLI
OG_0000195	tr|Q4WUA7|Q4WUA7_ASPFU
OG_0000195	sp|O74326|CID11_SCHPO
OG_0000195	tr|A7EDQ5|A7EDQ5_SCLS1
OG_0000196	sp|Q6C187|BBP_YARLI
OG_0000196	tr|A7EPE7|A7EPE7_SCLS1
OG_0000196	sp|Q12186|BBP_YEAST
OG_0000196	sp|Q4WXV6|BBP_ASPFU
OG_0000196	sp|O74555|BBP_SCHPO
OG_0000197	sp|Q4X0C2|DBP9_ASPFU
OG_0000197	sp|Q6BZR4|DBP9_YARLI
OG_0000197	sp|A7EM78|DBP9_SCLS1
OG_0000197	sp|O60080|DBP9_SCHPO
OG_0000197	sp|Q06218|DBP9_YEAST
OG_0000198	sp|O74787|CHO2_SCHPO
OG_0000198	sp|Q4WZS1|CHO2_ASPFU
OG_0000198	sp|Q6C6U9|CHO2_YARLI
OG_0000198	sp|P05374|CHO2_YEAST
OG_0000199	sp|P30777|GPI10_YEAST
OG_0000199	tr|A7F0V9|A7F0V9_SCLS1
OG_0000199	sp|Q6CAB8|GPI10_YARLI
OG_0000199	sp|Q9USN0|GPI10_SCHPO
OG_0000199	sp|Q4WPG0|GPI10_ASPFU
OG_0000200	tr|Q4WWL3|Q4WWL3_ASPFU
OG_0000200	sp|O94466|RGA7_SCHPO
OG_0000200	tr|Q6CI30|Q6CI30_YARLI
OG_0000200	sp|P38339|RGD1_YEAST
OG_0000200	tr|A7EF99|A7EF99_SCLS1
OG_0000201	tr|Q6CHM0|Q6CHM0_YARLI
OG_0000201	tr|Q6CCC4|Q6CCC4_YARLI
OG_0000201	tr|Q4WDR8|Q4WDR8_ASPFU
OG_0000202	sp|O94395|KU70_SCHPO
OG_0000202	tr|A7EBN1|A7EBN1_SCLS1
OG_0000202	sp|P32807|KU70_YEAST
OG_0000202	sp|Q6CCK2|KU70_YARLI
OG_0000202	tr|Q4WUA2|Q4WUA2_ASPFU
OG_0000203	tr|A7EJB8|A7EJB8_SCLS1
OG_0000203	tr|Q4WCR5|Q4WCR5_ASPFU
OG_0000204	sp|O74918|RRP45_SCHPO
OG_0000204	sp|Q05636|RRP45_YEAST
OG_0000204	tr|A7F7H8|A7F7H8_SCLS1
OG_0000204	tr|Q4X1T3|Q4X1T3_ASPFU
OG_0000204	tr|Q6CFB7|Q6CFB7_YARLI
OG_0000205	tr|Q6C038|Q6C038_YARLI
OG_0000205	tr|Q4WRR8|Q4WRR8_ASPFU
OG_0000205	tr|A7F4L3|A7F4L3_SCLS1
OG_0000205	sp|P29468|PAP_YEAST
OG_0000205	sp|Q10295|PAP_SCHPO
OG_0000206	sp|Q10496|GYP51_SCHPO
OG_0000206	sp|Q12344|GYP5_YEAST
OG_0000206	tr|Q6C199|Q6C199_YARLI
OG_0000207	tr|Q6CEY2|Q6CEY2_YARLI
OG_0000207	sp|Q9P7Y9|SIN1_SCHPO
OG_0000207	tr|A7F7K0|A7F7K0_SCLS1
OG_0000207	tr|Q4X0V0|Q4X0V0_ASPFU
OG_0000208	sp|Q6C5Y8|VAC8_YARLI
OG_0000208	sp|O43028|VAC8_SCHPO
OG_0000208	tr|A7ED47|A7ED47_SCLS1
OG_0000208	sp|Q4WVW4|VAC8_ASPFU
OG_0000208	sp|P39968|VAC8_YEAST
OG_0000209	sp|Q12310|PRR2_YEAST
OG_0000209	tr|Q6CHC6|Q6CHC6_YARLI
OG_0000209	sp|Q09792|PPK8_SCHPO
OG_0000210	tr|Q4WR30|Q4WR30_ASPFU
OG_0000210	tr|A7EBA6|A7EBA6_SCLS1
OG_0000210	sp|Q9P7F4|YKK1_SCHPO
OG_0000211	tr|Q6C604|Q6C604_YARLI
OG_0000211	tr|Q4WTU4|Q4WTU4_ASPFU
OG_0000211	sp|P48383|SAK1_SCHPO
OG_0000211	tr|A7E5K0|A7E5K0_SCLS1
OG_0000212	tr|Q4WZN5|Q4WZN5_ASPFU
OG_0000212	tr|A7EGD1|A7EGD1_SCLS1
OG_0000212	tr|Q6C539|Q6C539_YARLI
OG_0000212	tr|Q4WFT2|Q4WFT2_ASPFU
OG_0000213	tr|Q4WCW7|Q4WCW7_ASPFU
OG_0000213	tr|A7EIL5|A7EIL5_SCLS1
OG_0000213	sp|P40560|YIA1_YEAST
OG_0000213	tr|Q6C9L8|Q6C9L8_YARLI
OG_0000213	sp|Q10225|BTB3_SCHPO
OG_0000214	sp|P38042|CDC27_YEAST
OG_0000214	tr|Q4X1V7|Q4X1V7_ASPFU
OG_0000214	tr|A7EWI8|A7EWI8_SCLS1
OG_0000214	sp|P10505|APC3_SCHPO
OG_0000214	tr|Q6CGF8|Q6CGF8_YARLI
OG_0000215	sp|P38994|MSS4_YEAST
OG_0000215	tr|Q4WWJ3|Q4WWJ3_ASPFU
OG_0000215	tr|Q6C0L8|Q6C0L8_YARLI
OG_0000215	sp|O13853|ITS3_SCHPO
OG_0000216	tr|A7E5Q2|A7E5Q2_SCLS1
OG_0000216	sp|P79088|SC61A_SCHPO
OG_0000216	tr|Q4WUE1|Q4WUE1_ASPFU
OG_0000216	sp|P78979|SC61A_YARLI
OG_0000216	sp|P32915|SC61A_YEAST
OG_0000217	tr|A7ECI5|A7ECI5_SCLS1
OG_0000217	sp|O74113|CDC45_SCHPO
OG_0000217	sp|Q08032|CDC45_YEAST
OG_0000217	tr|Q4WRS0|Q4WRS0_ASPFU
OG_0000217	tr|Q6CFJ7|Q6CFJ7_YARLI
OG_0000218	sp|Q12511|PDP1_YEAST
OG_0000218	tr|Q4WJ85|Q4WJ85_ASPFU
OG_0000218	tr|Q6C9Z9|Q6C9Z9_YARLI
OG_0000218	sp|O14189|PP2C5_SCHPO
OG_0000218	tr|A7EZW9|A7EZW9_SCLS1
OG_0000219	sp|Q4WQ87|NAR1_ASPFU
OG_0000219	sp|A7E7C4|NAR1_SCLS1
OG_0000219	sp|Q9Y7N7|NAR1_SCHPO
OG_0000219	sp|Q6CFR3|NAR1_YARLI
OG_0000219	sp|P23503|NAR1_YEAST
OG_0000220	tr|Q6CGB9|Q6CGB9_YARLI
OG_0000220	sp|Q08913|FEX1_YEAST
OG_0000220	tr|Q4WZP6|Q4WZP6_ASPFU
OG_0000220	tr|A7EDG6|A7EDG6_SCLS1
OG_0000220	sp|P0CU20|FEX2_SCHPO
OG_0000221	sp|Q9USW4|YHZ9_SCHPO
OG_0000221	tr|A7EVN6|A7EVN6_SCLS1
OG_0000221	tr|Q6C4G5|Q6C4G5_YARLI
OG_0000221	tr|Q4WWW2|Q4WWW2_ASPFU
OG_0000221	sp|P38318|YB70_YEAST
OG_0000222	sp|O13865|PAN3L_SCHPO
OG_0000222	sp|P36102|PAN3_YEAST
OG_0000222	sp|Q6MY57|PAN3_ASPFU
OG_0000222	tr|A7F975|A7F975_SCLS1
OG_0000222	sp|Q6CBZ0|PAN3_YARLI
OG_0000223	tr|Q6CD53|Q6CD53_YARLI
OG_0000223	tr|A7F887|A7F887_SCLS1
OG_0000223	sp|P13188|SYQ_YEAST
OG_0000223	sp|Q9Y7Y8|SYQ_SCHPO
OG_0000223	tr|Q4WIG6|Q4WIG6_ASPFU
OG_0000224	tr|A7F350|A7F350_SCLS1
OG_0000224	tr|Q4WSE0|Q4WSE0_ASPFU
OG_0000225	tr|Q4WJN2|Q4WJN2_ASPFU
OG_0000225	tr|A7E677|A7E677_SCLS1
OG_0000225	sp|P04710|ADT1_YEAST
OG_0000225	sp|P18238|ADT3_YEAST
OG_0000225	tr|F2Z5Z3|F2Z5Z3_YARLI
OG_0000225	sp|Q09188|ADT_SCHPO
OG_0000225	tr|F2Z694|F2Z694_YARLI
OG_0000226	tr|F2Z620|F2Z620_YARLI
OG_0000226	sp|P38688|SRP72_YEAST
OG_0000226	tr|A7EUC4|A7EUC4_SCLS1
OG_0000226	tr|Q4WPR4|Q4WPR4_ASPFU
OG_0000227	tr|Q4WWJ6|Q4WWJ6_ASPFU
OG_0000227	tr|Q6C023|Q6C023_YARLI
OG_0000227	sp|P40016|RPN3_YEAST
OG_0000227	tr|A7F0Z4|A7F0Z4_SCLS1
OG_0000227	sp|O42897|RPN3_SCHPO
OG_0000228	tr|Q6CFY9|Q6CFY9_YARLI
OG_0000228	tr|A7EWK2|A7EWK2_SCLS1
OG_0000228	sp|P39104|PIK1_YEAST
OG_0000228	sp|Q10366|PIK1_SCHPO
OG_0000229	tr|A7E7S5|A7E7S5_SCLS1
OG_0000229	tr|Q4X125|Q4X125_ASPFU
OG_0000229	sp|O74308|YOG2_SCHPO
OG_0000230	tr|A7EBE8|A7EBE8_SCLS1
OG_0000230	sp|Q10206|DPH2_SCHPO
OG_0000230	sp|Q6CGE7|DPH2_YARLI
OG_0000230	sp|Q4WN99|DPH2_ASPFU
OG_0000230	sp|P32461|DPH2_YEAST
OG_0000231	sp|Q9Y7X8|ARP5_SCHPO
OG_0000231	tr|A7F638|A7F638_SCLS1
OG_0000231	tr|Q4WA13|Q4WA13_ASPFU
OG_0000231	sp|P53946|ARP5_YEAST
OG_0000231	tr|Q6CF37|Q6CF37_YARLI
OG_0000232	tr|A7E566|A7E566_SCLS1
OG_0000232	tr|Q4WDG3|Q4WDG3_ASPFU
OG_0000232	tr|Q6C1C5|Q6C1C5_YARLI
OG_0000233	tr|A7E4Q2|A7E4Q2_SCLS1
OG_0000233	sp|P47001|CIS3_YEAST
OG_0000233	tr|Q6CDY2|Q6CDY2_YARLI
OG_0000234	sp|Q03180|PIR3_YEAST
OG_0000234	tr|Q6CD81|Q6CD81_YARLI
OG_0000235	tr|A7EHR3|A7EHR3_SCLS1
OG_0000235	tr|Q6C6K5|Q6C6K5_YARLI
OG_0000235	tr|Q4WJ57|Q4WJ57_ASPFU
OG_0000235	sp|O94269|UBP3_SCHPO
OG_0000236	tr|A7EXM3|A7EXM3_SCLS1
OG_0000236	tr|Q4WE09|Q4WE09_ASPFU
OG_0000237	tr|A7ETK3|A7ETK3_SCLS1
OG_0000237	tr|Q4WWB2|Q4WWB2_ASPFU
OG_0000238	tr|A7E805|A7E805_SCLS1
OG_0000238	tr|Q4WX37|Q4WX37_ASPFU
OG_0000238	tr|Q6C2I8|Q6C2I8_YARLI
OG_0000238	sp|O94235|MPH1L_SCHPO
OG_0000239	tr|Q4WIH6|Q4WIH6_ASPFU
OG_0000239	sp|Q9USY2|YOW4_SCHPO
OG_0000239	tr|A7EI34|A7EI34_SCLS1
OG_0000240	tr|Q4WLR7|Q4WLR7_ASPFU
OG_0000240	tr|A7E4X1|A7E4X1_SCLS1
OG_0000240	sp|Q12518|ENT1_YEAST
OG_0000240	sp|O74423|ENT1_SCHPO
OG_0000240	tr|Q6C7P2|Q6C7P2_YARLI
OG_0000241	sp|O74749|HSE1_SCHPO
OG_0000241	sp|Q6C2N2|HSE1_YARLI
OG_0000241	sp|Q4WHP5|HSE1_ASPFU
OG_0000241	tr|A7F7C3|A7F7C3_SCLS1
OG_0000241	sp|P38753|HSE1_YEAST
OG_0000242	tr|A7ESP6|A7ESP6_SCLS1
OG_0000242	sp|Q4WZV6|XLNR_ASPFU
OG_0000243	tr|Q4X171|Q4X171_ASPFU
OG_0000243	sp|Q9US07|ARP8_SCHPO
OG_0000243	tr|A7EPN9|A7EPN9_SCLS1
OG_0000243	sp|Q12386|ARP8_YEAST
OG_0000243	tr|Q6CA98|Q6CA98_YARLI
OG_0000244	tr|Q4WUZ0|Q4WUZ0_ASPFU
OG_0000244	tr|A7E418|A7E418_SCLS1
OG_0000245	sp|Q4WIS6|PELB_ASPFU
OG_0000245	tr|A7EXK6|A7EXK6_SCLS1
OG_0000246	tr|Q4WI04|Q4WI04_ASPFU
OG_0000246	tr|A7F519|A7F519_SCLS1
OG_0000246	tr|Q6C775|Q6C775_YARLI
OG_0000247	sp|P06738|PHSG_YEAST
OG_0000247	tr|A7EQJ7|A7EQJ7_SCLS1
OG_0000247	tr|Q6C2Y0|Q6C2Y0_YARLI
OG_0000247	tr|A4GYZ2|A4GYZ2_ASPFU
OG_0000248	sp|P78811|UGPA1_SCHPO
OG_0000248	sp|P32861|UGPA1_YEAST
OG_0000248	tr|A7EG01|A7EG01_SCLS1
OG_0000248	tr|Q4WAM5|Q4WAM5_ASPFU
OG_0000248	tr|Q6CI26|Q6CI26_YARLI
OG_0000249	tr|Q4WJF3|Q4WJF3_ASPFU
OG_0000249	tr|Q6CCC7|Q6CCC7_YARLI
OG_0000249	tr|A7EPP2|A7EPP2_SCLS1
OG_0000250	tr|Q4X023|Q4X023_ASPFU
OG_0000250	sp|P23180|AIM17_YEAST
OG_0000250	tr|Q6C1G9|Q6C1G9_YARLI
OG_0000250	tr|A7ER03|A7ER03_SCLS1
OG_0000251	tr|Q6CEV3|Q6CEV3_YARLI
OG_0000251	tr|Q4WTU6|Q4WTU6_ASPFU
OG_0000251	sp|Q02908|ELP3_YEAST
OG_0000251	tr|A7EQC4|A7EQC4_SCLS1
OG_0000251	sp|O14023|ELP3_SCHPO
OG_0000252	tr|Q6CDW2|Q6CDW2_YARLI
OG_0000252	tr|A7F281|A7F281_SCLS1
OG_0000252	tr|Q4WMR2|Q4WMR2_ASPFU
OG_0000252	sp|O94380|GPI16_SCHPO
OG_0000252	sp|P38875|GPI16_YEAST
OG_0000253	sp|P38915|SPT8_YEAST
OG_0000253	sp|O60097|SPT8_SCHPO
OG_0000253	tr|Q6C4T6|Q6C4T6_YARLI
OG_0000253	tr|A7F1Z4|A7F1Z4_SCLS1
OG_0000253	tr|Q4WUN5|Q4WUN5_ASPFU
OG_0000254	tr|Q6C181|Q6C181_YARLI
OG_0000254	tr|A7ER65|A7ER65_SCLS1
OG_0000254	tr|Q4WEC1|Q4WEC1_ASPFU
OG_0000254	sp|P23337|GYS1_YEAST
OG_0000255	tr|Q4WVD4|Q4WVD4_ASPFU
OG_0000255	tr|Q6CCE6|Q6CCE6_YARLI
OG_0000255	sp|P38920|MLH1_YEAST
OG_0000255	sp|Q9P7W6|MLH1_SCHPO
OG_0000255	tr|A7ETF2|A7ETF2_SCLS1
OG_0000256	sp|Q02981|YP109_YEAST
OG_0000256	tr|Q4W9K6|Q4W9K6_ASPFU
OG_0000256	sp|Q9P7M0|YOS3_SCHPO
